*Are you self-employed?*,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",*Do you have previous employers?*,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you *currently* have a mental health disorder?,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work *when being treated effectively?*","If you have a mental health disorder, how often do you feel that it interferes with your work *when* _*NOT*_* being treated effectively (i.e., when you are experiencing symptoms)?*",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up your *mental* health with a potential employer in an interview?,Why or why not?.1,Are you openly identified at work as a person with a mental health issue?,"If they knew you suffered from a mental health disorder, how do you think that your team members/co-workers would react?",Have you observed or experienced an *unsupportive or badly handled response* to a mental health issue in your current or previous workplace?,Have you observed or experienced a *supportive or well handled response* to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",Briefly describe what you think the industry as a whole and/or employers could do to improve mental health support for employees.,Would you be willing to talk to one of us more extensively about your experiences with mental health issues in the tech industry? (Note that all interview responses would be used _anonymously_ and only with your permission.),What is your age?,What is your gender?,What country do you *live* in?,What US state or territory do you *live* in?,What is your race?,What country do you *work* in?,What US state or territory do you *work* in?
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,False,I don't know,N/A (was not aware),I don't know,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,True,8.0,5.0,Yes,Yes,True,Yes,Rarely,Often,Yes,10,No,"it may be seen as a potential unwanted burden by the employer, and be a disqualifying negative held against my candidacy by the interviewer (whether subconsciously and/or consciously). a company's policies don't matter during a one-on-one interview. the interviewer's biases, regardless if they're realized or not, will always be the first and harshest decider.",No,"Again... [REPEAT OF LAST RESPONSE]:it may be seen as a potential unwanted burden by the employer, and be a disqualifying negative held against my candidacy by the interviewer (whether subconsciously and/or consciously). a company's policies don't matter during a one-on-one interview. the interviewer's biases, regardless if they're realized or not, will always be the first and harshest decider.",False,3,"Yes, I observed","Yes, I experienced",3,"employee mental health needs to become part of the culture to be effective and valued. since people management is the center of culture, all industry needs to treat mental health support as it is: a transformative and additional value for the employer.",True,36,female,United States of America,New York,Black or African American,United States of America,New York
False,More than 1000,True,True,I don't know,Yes,No,No,Yes,Somewhat difficult,Physical health,Maybe,False,No,False,True,6.0,4.0,True,True,"No, none did",N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,"No, at none of my previous employers",False,False,7.0,5.0,No,No,False,No,Never,Never,No,7,Yes,To keep openness as i might need help from employer in case need arrises in future,Maybe,As its not that easy still to digest the fact that employee can still perform even if he or she is getting treated for mental issue like physical,False,5,No,No,3,"Awareness campaigns. Build trust of acceptance for such employees.
Explain provisions of support policies for such situations",True,41,Male,India,California,White,India,California
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,False,"Yes, they all did",I was aware of some,None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,8.0,8.0,Yes,Yes,True,No,Sometimes,Often,No,6,Maybe,"Depends on the issue. If it is not significantly impeditive, I would not bring it up.",No,To avoid judgement on my ability to perform my duties based on the condition.,False,6,No,No,3,My impression is that the subject is avoided. Deadlines and requirements could be less strict to promote overall better health.,False,33,Female,Portugal,California,White,Portugal,California
False,1-5,True,False,Yes,No,No,Yes,I don't know,Somewhat difficult,Physical health,Yes,True,Maybe,True,True,6.0,3.0,True,True,"No, none did",N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,True,At some of my previous employers,True,True,5.0,5.0,Yes,Yes,True,No,Sometimes,Often,No,10,Yes,It would be a lie not to tell that I have maximum weight lifting limit of 10 kg or that I have a flat foot.,Maybe,I fear that it may exacerbate my symptoms and that nothing positive could possibly come of it unless I know the person to be very positive about mental health and neurodiversity issues.,False,1,"Yes, I observed",Maybe/Not sure,4,I have no idea.,True,41,m,Estonia,California,White,Estonia,California
False,More than 1000,False,True,Yes,Yes,No,Yes,I don't know,Somewhat easy,Physical health,No,False,No,False,False,10.0,5.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,Possibly,Possibly,False,Yes,Often,Often,No,2,Maybe,I would only meantion it if i was asked about it,No,I would fear it would hinder me getting the job,False,5,No,Maybe/Not sure,2,Be more open about mental health and allow employees the time off to seek help,False,25,Male,United Kingdom,California,White,United Kingdom,California
False,6-25,True,True,No,No,Yes,No,No,Somewhat difficult,Physical health,No,True,Maybe,True,True,4.0,3.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,Yes,Yes,True,Yes,Sometimes,Often,Yes,5,Maybe,It depends on my feeling of the openness of the employer regarding physical health issues and it depends on how much this issue could influence my work.,Maybe,It depends on my subjective feeling of the potential employers openness towards mental health issues and it depends on how much this issue could potentially influence my work.,False,5,"Yes, I observed","Yes, I observed",3,Tech industry sometimes tends to be less open for people's weaknesses and individual strength because of a high level of abstraction in our daily work. It would help to actively see people as people and not as some kind of technical translator.,False,27,agender,Germany,California,White,Germany,California
False,More than 1000,True,True,I don't know,No,Yes,Yes,I don't know,I don't know,Physical health,No,False,Yes,True,True,8.0,6.0,True,False,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,I don't know,Physical health,"No, none of my previous supervisors",True,"No, at none of my previous employers",False,False,8.0,5.0,Yes,Yes,True,I don't know,Never,Often,No,9,No,"I would not want them to question my ability to do the job.  I would not be interviewing for a job that I did not have the physical capability for, and beyond that, I don't feel it is relevant.",No,"Same reason as not discussing physical issues.  It's not relevant.  I suppose it might be different if I needed special accommodations but with treatment, my issues are few and do not interfere with my work.",False,7,"Yes, I experienced",No,2,Talk about it more.  Have leadership share their issues to help de-stigmatize it.,False,47,Female,United States of America,North Carolina,White,United States of America,North Carolina
False,26-100,True,True,Yes,Yes,No,I don't know,Yes,Somewhat easy,Physical health,Yes,False,Maybe,False,False,8.0,5.0,True,False,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,5.0,1.0,Yes,Yes,True,I don't know,Not applicable to me,Often,No,0,Yes,"
",No,"
",False,2,No,No,3,"
",False,24,Male,United States of America,Utah,White,United States of America,Utah
False,More than 1000,True,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Maybe,True,Yes,True,False,7.0,7.0,True,False,"Yes, they all did",N/A (was not aware),None did,Some did,"Yes, always",Mental health,"Yes, all of my previous supervisors",True,"Yes, at all of my previous employers",True,False,5.0,5.0,Yes,No,True,No,Often,Often,No,10,No,I wouldn't want them to make their decisions based on it.,No,I wouldn't want them to judge me for it,False,5,No,"Yes, I observed",4,awareness,True,40,male,United States of America,Utah,White,United States of America,Utah
False,100-500,True,True,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Physical health,No,False,No,False,False,5.0,5.0,True,True,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,I don't know,Physical health,Some of my previous supervisors,True,At some of my previous employers,True,True,6.0,6.0,No,No,True,I don't know,Not applicable to me,Not applicable to me,No,10,Yes,It seems appropriate,No,It seems inappropriate to me,False,6,"Yes, I observed","Yes, I experienced",3,A lot. Especially in the US.,True,37,M,United States of America,Colorado,White,United States of America,Colorado
False,More than 1000,True,True,I don't know,No,No,Yes,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,True,5.0,3.0,True,True,Some did,"No, I only became aware later",None did,None did,I don't know,Physical health,Some of my previous supervisors,True,At some of my previous employers,True,False,3.0,1.0,Don't Know,No,False,I don't know,Sometimes,Sometimes,Yes,6,No,It would have a negative effect to any perception that I can perform the duties of the job,Maybe,Mental health issues tend to be environmental or situational based and can be overcome with accommodations,False,5,"Yes, I observed",Maybe/Not sure,3,"Make it less taboo and provide explicit activities to combat it. Pressures of the industry force people to overly exert and stress which leads to lake of sleep, less exercise, less time away, and more burnout",False,38,Male,United States of America,Washington,White,United States of America,Washington
False,More than 1000,True,True,I don't know,No,I don't know,Yes,I don't know,Somewhat difficult,Same level of comfort for each,Yes,False,Yes,False,False,2.0,0.0,True,True,Some did,I was aware of some,Some did,Some did,Sometimes,Same level of comfort for each,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,5.0,0.0,No,No,True,No,Rarely,Sometimes,No,3,No,I am paranoid and wouldn't want it to be a thing until…it was a thing.,No,I would want to be judged free and clear on my job performance.,False,4,"Yes, I observed",No,1,"It begins with banishing a toxic culture that has deep, deep roots.",False,47,Male,United States of America,Washington,White,United States of America,Washington
False,More than 1000,True,True,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Same level of comfort for each,Yes,True,Maybe,True,True,5.0,5.0,True,False,"Yes, they all did","Yes, I was aware of all of them",None did,None did,No,Physical health,Some of my previous supervisors,True,"Yes, at all of my previous employers",True,True,5.0,2.0,Yes,Yes,True,Yes,Rarely,Often,Yes,7,Maybe,"
",No,"
",True,6,"Yes, I observed","Yes, I observed",3,Put better systems in place to prevent burnout due to systemic emotional labor forced onto URMs,True,30,Female,United States of America,Washington,White,United States of America,Washington
False,26-100,False,True,Not eligible for coverage / NA,No,No,No,I don't know,Somewhat difficult,Physical health,No,True,Maybe,True,True,0.0,0.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,Possibly,Yes,True,Yes,Often,Often,No,2,Maybe,"
",No,"
",False,3,"Yes, I observed",No,3,"
",False,24,Female,United States of America,Maryland,White,United States of America,District of Columbia
False,More than 1000,False,True,Yes,Yes,No,Yes,Yes,Somewhat difficult,Physical health,Maybe,True,Maybe,True,True,5.0,3.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,Yes,Yes,True,Yes,Rarely,Often,Yes,7,Maybe,Would depend on if/how much it could affect my ability to do my job.,No,"People who haven't experienced mental illness often misunderstand it, and I couldn't be sure they wouldn't hold it against me.",False,5,Maybe/Not sure,No,2,Burnout is a huge issue. There needs to be better encouragement or even incentive for work-life balance.,False,38,Female,United States of America,Idaho,White,United States of America,Idaho
False,6-25,True,True,Yes,Yes,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,True,Yes,True,True,9.0,9.0,True,True,Some did,I was aware of some,Some did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,False,At some of my previous employers,True,False,9.0,7.0,Yes,No,True,Yes,Rarely,Not applicable to me,No,10,No,Because it’s not appropriate for them to hire bard on a health issue.,No,Because it’s not appropriate for them to hire bard on a health issue.,True,8,No,"Yes, I observed",3,All areas,True,42,Male,Canada,California,White,Canada,California
False,100-500,True,True,No,No,No,No,I don't know,Very easy,Physical health,No,False,No,False,False,6.0,0.0,True,False,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,"No, at none of my previous employers",False,False,5.0,0.0,No,Possibly,False,No,Not applicable to me,Not applicable to me,Yes,2,Maybe,"While I preserve the right to privacy if a physical health issue might affect my job directly or indirectly, I beleive the employer should know and accept in advance",No,"Mental health issues are taboo and vast majority would not understand its seriousness and probably make the assumption of a ""lunatic"" or even worse of a dangerous person",False,4,Maybe/Not sure,Maybe/Not sure,1,"Educate themselves, invest on stress relieving activities, accept health leave just because ""I am not feeling mentally well""",True,39,Male,Greece,California,White,Greece,California
